transaction_id,amount,hour,day_of_week,customer_age,account_age_days,avg_amount_30d,transaction_count_24h,transaction_count_7d,distance_from_home,distance_from_usual_location,merchant_risk,merchant_category,is_new_device,is_international,is_online,failed_attempts_24h,password_changed_recently,beneficiary_added_recently,amount_deviation,is_fraud
TXN0019463,21.29,20,6,39,3062,31.74,3,16,92.51,27.61,0.1841,Food,0,1,0,0,0,0,0.671,0
TXN0019464,70.96,14,2,34,4248,5.58,2,16,5.06,6.25,0.2373,Food,0,0,1,1,0,0,12.717,0
TXN0019465,141.82,1,4,34,4776,47.35,4,15,24.3,28.94,0.2139,Transport,0,0,1,1,0,0,2.995,0
TXN0019466,25.52,17,4,29,4212,51.03,3,13,2.39,50.19,0.1834,Transport,0,0,1,0,0,0,0.5,0
TXN0019467,164.84,16,1,54,4303,74.31,1,6,12.65,11.45,0.1229,Shopping,0,0,1,0,0,0,2.218,0
TXN0019468,37.29,14,6,24,755,39.55,4,15,5.28,40.65,0.0642,Food,0,0,0,1,0,0,0.943,0
TXN0019469,34.2,6,2,65,153,101.35,0,14,124.87,107.97,0.2525,Electronics,0,0,1,1,0,0,0.337,0
TXN0019470,150.3,10,0,31,1068,208.16,5,17,137.5,13.95,0.2066,Transport,0,0,1,1,0,0,0.722,0
TXN0019471,25.5,9,1,18,4411,19.0,3,16,68.49,3.43,0.4823,Healthcare,0,0,0,2,0,0,1.342,1
TXN0019472,24.05,14,6,52,4305,21.42,3,13,13.44,28.87,0.2074,Healthcare,1,1,1,0,0,0,1.123,0
TXN0019473,220.82,7,0,54,440,70.2,2,12,19.51,22.15,0.329,Travel,0,0,1,0,0,0,3.146,0
TXN0019474,75.55,9,3,49,4829,84.74,3,17,74.56,46.15,0.2413,Online Services,0,0,1,1,0,0,0.892,1
TXN0019475,12.53,21,3,36,1098,21.89,3,16,22.87,36.07,0.1188,Travel,0,0,1,0,0,0,0.572,1
TXN0019476,178.39,10,5,26,2436,193.47,1,20,50.14,23.22,0.1808,Bills,1,0,1,0,0,0,0.922,0
TXN0019477,41.78,14,5,63,3060,26.93,1,12,11.26,22.42,0.3283,Travel,1,0,1,0,0,0,1.551,0
TXN0019478,13.28,21,3,43,654,45.43,2,11,41.65,24.31,0.1589,Transport,0,0,1,1,0,0,0.292,0
TXN0019479,3.73,22,4,42,1922,90.07,9,19,16.83,12.18,0.4522,Healthcare,0,1,0,0,0,0,0.041,1
TXN0019480,188.47,13,5,29,1419,160.18,2,17,24.9,19.09,0.5656,Shopping,0,0,0,0,0,0,1.177,0
TXN0019481,24.81,6,5,58,1810,25.88,0,15,52.75,43.2,0.047,Groceries,0,0,0,1,0,0,0.959,0
TXN0019482,15.95,2,6,66,1711,95.18,4,17,17.9,49.09,0.3192,Travel,1,0,1,0,0,0,0.168,1
TXN0019483,139.12,20,4,51,2275,50.28,1,8,24.42,24.13,0.2412,Online Services,0,0,1,1,0,0,2.767,0
TXN0019484,168.45,12,2,55,3166,18.16,3,21,25.79,14.39,0.4202,Healthcare,0,0,1,0,0,0,9.276,1
TXN0019485,26.97,13,3,54,614,34.49,4,8,14.11,25.52,0.1743,Groceries,1,0,0,0,1,0,0.782,0
TXN0019486,190.48,22,5,27,3616,22.12,2,18,26.99,28.04,0.0729,Online Services,0,0,0,0,0,0,8.611,0
TXN0019487,708.48,8,2,42,611,91.07,2,15,7.25,37.67,0.0316,Electronics,0,1,1,1,0,0,7.78,0
TXN0019488,313.77,2,6,33,3045,18.76,5,18,75.69,12.27,0.3182,Electronics,0,0,1,1,0,0,16.725,0
TXN0019489,262.36,16,3,38,1009,75.7,5,18,64.26,26.66,0.2079,Groceries,0,0,0,0,0,0,3.466,0
TXN0019490,95.7,23,5,62,4454,53.94,2,16,26.03,58.44,0.2344,Bills,1,0,0,0,0,0,1.774,0
TXN0019491,40.03,4,3,61,1635,69.99,3,13,43.67,4.18,0.1644,Shopping,0,0,1,0,0,0,0.572,0
TXN0019492,62.54,23,6,46,82,54.36,5,13,42.99,21.15,0.1703,Electronics,0,0,0,0,0,0,1.15,0
TXN0019493,110.7,12,4,24,529,28.16,2,16,23.65,44.48,0.2696,Entertainment,0,0,1,0,0,0,3.931,0
TXN0019494,15.7,13,5,36,1967,72.4,2,17,62.65,6.34,0.2024,Groceries,0,0,1,1,0,0,0.217,0
TXN0019495,27.53,23,5,55,4800,59.88,0,10,38.63,55.94,0.4344,Transport,0,0,1,0,0,0,0.46,0
TXN0019496,12.91,7,2,49,1480,36.92,3,22,17.59,3.88,0.0373,Food,0,0,0,0,0,1,0.35,0
TXN0019497,87.4,17,2,47,2509,371.3,3,11,100.11,3.75,0.0087,Entertainment,0,0,1,0,0,0,0.235,0
TXN0019498,73.37,0,5,38,3765,22.39,5,17,50.13,36.39,0.0685,Online Services,0,0,1,1,0,1,3.277,0
TXN0019499,31.48,16,3,68,1182,79.45,1,7,72.49,38.45,0.1619,Entertainment,0,0,1,0,1,0,0.396,0
TXN0019500,171.33,0,4,65,3413,84.83,3,12,18.51,59.58,0.0967,Electronics,0,0,0,0,0,0,2.02,0
TXN0019501,20.06,0,3,51,2088,43.82,2,13,11.52,10.18,0.2679,Shopping,0,0,0,1,0,0,0.458,0
TXN0019502,30.17,9,0,63,4457,65.52,5,13,6.47,6.7,0.1627,Healthcare,0,0,1,0,0,0,0.46,0
TXN0019503,163.63,8,3,27,3416,76.03,4,19,156.0,6.81,0.0734,Entertainment,0,0,1,1,0,0,2.152,1
TXN0019504,194.05,18,1,26,1587,51.49,0,13,53.51,0.89,0.1149,Bills,0,0,0,0,0,0,3.769,0
TXN0019505,26.71,21,0,55,2279,35.8,1,10,31.85,6.74,0.3083,Electronics,1,0,1,0,1,0,0.746,0
TXN0019506,87.08,22,1,53,4282,51.25,4,13,19.01,38.77,0.1003,Bills,0,0,1,0,0,0,1.699,0
TXN0019507,27.23,14,2,30,1874,34.55,3,9,3.18,7.87,0.3269,Entertainment,1,0,0,0,0,0,0.788,0
TXN0019508,53.15,3,5,61,2705,152.26,4,19,16.82,47.36,0.4687,Transport,0,0,0,1,0,0,0.349,0
TXN0019509,78.68,16,1,56,4282,104.95,4,18,43.81,16.6,0.0993,Travel,0,0,0,0,0,0,0.75,0
TXN0019510,127.03,11,5,28,792,57.63,1,10,14.8,25.86,0.2159,Transport,0,0,1,0,0,0,2.204,0
TXN0019511,96.08,12,1,49,4211,31.16,4,12,47.65,10.08,0.1387,Online Services,0,0,0,0,0,0,3.083,0
TXN0019512,91.3,12,5,63,4150,42.91,4,12,34.85,42.85,0.1767,Shopping,0,0,1,1,0,0,2.128,0
TXN0019513,19.29,21,3,57,2722,34.97,2,13,8.62,7.38,0.1227,Transport,0,0,1,0,0,0,0.552,0
TXN0019514,104.22,9,0,39,1190,50.56,5,17,38.64,19.03,0.2505,Bills,0,0,0,1,0,0,2.061,0
TXN0019515,125.68,23,0,60,731,16.32,2,23,24.52,8.55,0.2342,Entertainment,0,0,1,0,0,0,7.701,0
TXN0019516,147.27,12,0,34,3808,35.82,3,20,39.14,14.78,0.0818,Entertainment,0,0,0,1,0,0,4.111,0
TXN0019517,29.15,16,2,68,1897,23.89,2,11,28.74,25.22,0.4449,Transport,0,0,1,0,1,1,1.22,0
TXN0019518,191.12,22,2,69,2698,32.12,6,15,43.23,22.69,0.1995,Entertainment,0,0,0,1,0,0,5.95,1
TXN0019519,14.66,19,0,33,476,214.41,2,10,39.72,32.47,0.034,Online Services,0,0,1,0,0,0,0.068,0
TXN0019520,40.63,10,4,53,2588,42.68,2,18,28.92,15.59,0.52,Bills,0,0,1,0,0,0,0.952,0
TXN0019521,48.58,4,5,68,371,62.9,3,11,12.82,29.82,0.0802,Travel,0,0,1,1,0,0,0.772,0
TXN0019522,15.61,3,5,33,2688,45.97,4,14,62.81,38.35,0.1343,Online Services,0,0,1,1,0,0,0.34,0
TXN0019523,47.74,8,1,55,4213,87.17,5,25,108.46,42.19,0.3379,Healthcare,0,0,0,1,0,0,0.548,0
TXN0019524,86.03,15,6,45,4878,40.62,5,17,76.93,21.2,0.1674,Healthcare,0,0,1,0,0,0,2.118,0
TXN0019525,8.17,19,2,41,4229,36.04,3,11,70.0,17.61,0.322,Food,0,0,1,0,0,0,0.227,0
TXN0019526,42.36,0,1,51,2935,32.56,1,17,17.88,90.82,0.2629,Transport,0,0,1,0,0,0,1.301,0
TXN0019527,8.93,11,0,42,3721,31.22,5,18,37.63,38.02,0.5058,Online Services,0,0,0,0,0,0,0.286,0
TXN0019528,697.69,22,5,55,249,168.35,2,20,9.29,38.52,0.1837,Electronics,0,0,0,1,0,0,4.144,0
TXN0019529,85.15,19,1,67,3425,72.63,2,19,36.52,11.03,0.1843,Shopping,0,0,0,0,0,0,1.172,0
TXN0019530,77.07,22,4,28,4780,34.35,3,8,77.36,16.38,0.4453,Travel,0,0,0,0,0,0,2.244,1
TXN0019531,87.08,22,3,27,783,102.39,2,12,45.09,18.63,0.2455,Food,1,1,1,1,0,0,0.85,0
TXN0019532,133.65,2,6,50,1429,129.16,1,9,50.66,44.75,0.3041,Healthcare,0,0,0,1,0,0,1.035,0
TXN0019533,205.38,16,5,67,4966,31.95,1,13,62.9,5.86,0.138,Travel,0,0,1,0,0,0,6.428,0
TXN0019534,11.04,13,5,62,2366,43.8,1,14,12.98,19.21,0.2612,Food,0,0,1,0,0,0,0.252,0
TXN0019535,300.88,11,3,39,3626,54.93,5,15,26.75,10.42,0.1209,Travel,0,0,1,1,0,0,5.478,0
TXN0019536,279.42,19,3,59,4120,30.64,3,12,35.94,26.71,0.1174,Electronics,0,0,1,0,0,0,9.119,0
TXN0019537,61.79,22,1,65,4782,37.66,6,21,21.19,16.56,0.1259,Shopping,1,0,1,0,0,0,1.641,0
TXN0019538,58.18,11,5,33,450,37.69,5,18,6.83,18.02,0.3781,Electronics,0,0,0,1,0,0,1.544,0
TXN0019539,1.88,15,5,23,1810,48.89,4,11,36.29,15.21,0.2497,Online Services,0,0,0,0,0,0,0.038,0
TXN0019540,15.95,11,2,68,1185,541.74,1,12,15.8,31.74,0.133,Electronics,0,0,0,0,0,0,0.029,0
TXN0019541,121.11,15,0,26,4075,27.74,3,20,37.69,7.1,0.0715,Travel,0,0,1,1,0,0,4.366,0
TXN0019542,265.26,23,5,18,4388,18.11,1,12,15.63,14.55,0.1645,Transport,0,0,0,1,0,0,14.647,0
TXN0019543,154.19,19,5,34,4348,113.74,2,10,29.61,9.51,0.2257,Online Services,0,1,1,0,0,1,1.356,0
TXN0019544,61.13,5,5,58,612,62.64,7,18,39.73,27.76,0.2673,Shopping,0,0,1,1,0,0,0.976,0
TXN0019545,610.79,20,0,56,3364,43.36,6,14,43.39,18.84,0.3049,Entertainment,0,0,1,0,1,1,14.086,1
TXN0019546,211.87,12,5,34,2597,104.52,3,10,10.78,19.13,0.1173,Bills,0,0,0,0,0,0,2.027,0
TXN0019547,42.4,14,2,53,3634,21.81,4,17,33.99,28.57,0.2817,Travel,0,0,0,1,0,0,1.944,0
TXN0019548,820.1,2,1,66,953,69.13,1,13,24.54,33.0,0.3849,Online Services,0,0,0,0,0,0,11.863,0
TXN0019549,18.9,10,3,18,672,47.41,4,14,51.61,10.52,0.3038,Travel,0,0,1,1,0,0,0.399,0
TXN0019550,12.27,7,5,62,1789,56.03,2,12,19.34,28.48,0.1623,Food,0,0,0,0,0,0,0.219,0
TXN0019551,41.09,2,5,49,1785,56.69,0,10,18.12,18.65,0.1728,Food,1,1,0,1,0,0,0.725,0
TXN0019552,27.87,20,1,63,3958,326.32,4,17,37.02,22.15,0.129,Transport,0,0,1,1,0,0,0.085,0
TXN0019553,43.83,3,6,20,979,37.43,3,14,27.93,13.66,0.0398,Travel,0,0,1,1,0,1,1.171,0
TXN0019554,166.97,17,5,31,4796,29.01,3,16,62.94,54.05,0.0952,Entertainment,0,0,1,0,0,0,5.756,0
TXN0019555,64.13,17,6,37,115,81.61,1,16,21.67,15.02,0.1002,Entertainment,0,0,0,0,0,0,0.786,0
TXN0019556,66.05,14,6,59,2882,117.48,3,10,62.45,12.77,0.2381,Food,0,0,0,1,0,0,0.562,0
TXN0019557,71.35,20,3,53,2664,19.81,2,17,3.78,20.92,0.093,Entertainment,0,0,0,0,0,0,3.602,0
TXN0019558,4.67,2,0,35,1828,73.16,1,12,61.0,30.18,0.5646,Entertainment,0,0,0,0,0,0,0.064,0
TXN0019559,11.68,0,0,30,584,22.75,5,23,55.11,15.26,0.0604,Groceries,0,0,1,0,0,0,0.513,0
TXN0019560,42.82,20,4,41,428,19.77,4,16,38.02,55.17,0.2538,Shopping,1,0,1,0,0,0,2.166,0
TXN0019561,25.3,4,0,26,1404,46.23,4,11,46.57,15.58,0.1413,Healthcare,0,0,1,1,0,0,0.547,0
TXN0019562,51.08,7,4,65,2025,33.2,1,17,56.07,13.84,0.0736,Travel,0,0,0,1,0,0,1.539,0
TXN0019563,335.21,16,0,61,976,20.76,8,14,29.84,11.34,0.2563,Travel,0,0,1,0,0,0,16.147,0
TXN0019564,61.21,12,5,55,4074,28.84,5,17,23.0,19.43,0.4661,Travel,0,1,0,0,0,0,2.122,0
TXN0019565,14.58,4,1,42,4866,36.97,4,18,55.34,19.3,0.3807,Bills,0,0,0,0,0,0,0.394,0
TXN0019566,26.79,5,0,51,3790,86.96,4,12,18.86,3.39,0.3319,Entertainment,1,0,1,0,0,0,0.308,0
TXN0019567,476.83,20,2,31,4140,26.15,3,13,43.04,23.93,0.0977,Shopping,0,0,1,0,0,0,18.234,1
TXN0019568,388.53,12,6,24,1801,57.64,6,19,58.55,30.73,0.0307,Food,0,0,1,0,1,0,6.741,0
TXN0019569,132.32,22,3,30,4310,13.7,2,18,68.71,8.87,0.0544,Entertainment,0,0,0,1,0,0,9.658,0
TXN0019570,11.06,13,6,45,874,46.31,3,21,46.56,31.4,0.1787,Entertainment,0,0,1,1,0,0,0.239,0
TXN0019571,94.9,15,1,67,3020,94.68,2,13,33.23,62.92,0.2789,Healthcare,0,1,0,0,0,0,1.002,0
TXN0019572,103.67,8,4,24,2732,38.14,3,16,26.3,6.38,0.339,Food,0,0,1,0,0,0,2.718,0
TXN0019573,68.67,0,1,33,2407,81.53,3,12,23.42,11.99,0.2306,Bills,1,0,0,0,0,0,0.842,0
TXN0019574,34.62,12,3,21,4165,12.96,3,14,22.67,33.05,0.23,Bills,0,0,1,0,0,0,2.671,0
TXN0019575,43.95,17,2,40,1706,23.64,5,16,14.98,22.5,0.0797,Food,0,0,0,0,0,0,1.859,0
TXN0019576,31.95,9,4,67,2824,83.21,5,15,49.77,44.74,0.3657,Online Services,0,0,0,0,0,0,0.384,0
TXN0019577,17.87,20,4,20,2329,87.67,2,22,52.59,10.24,0.0651,Online Services,0,1,0,0,0,0,0.204,0
TXN0019578,320.82,16,0,48,2722,221.71,6,15,101.36,7.53,0.2181,Bills,0,0,0,1,0,0,1.447,0
TXN0019579,183.95,12,4,26,1736,92.64,8,26,57.97,9.04,0.0384,Entertainment,0,0,1,2,0,0,1.986,0
TXN0019580,48.05,13,5,18,3542,130.21,2,14,50.44,37.07,0.1333,Groceries,0,0,0,2,0,0,0.369,0
TXN0019581,99.98,5,2,45,2968,26.6,4,13,128.97,27.09,0.333,Transport,0,1,1,1,0,0,3.759,0
TXN0019582,104.39,21,0,42,673,54.39,6,17,14.24,8.94,0.1918,Travel,0,0,1,0,0,0,1.919,0
TXN0019583,986.65,1,2,64,2228,19.4,1,13,43.98,7.86,0.1684,Online Services,0,0,1,0,0,0,50.858,0
TXN0019584,181.9,1,2,32,3104,123.28,4,14,56.54,11.89,0.1917,Shopping,1,0,0,0,0,0,1.476,0
TXN0019585,174.16,18,5,50,507,43.92,4,10,40.75,39.51,0.0441,Healthcare,0,0,0,1,0,0,3.965,0
TXN0019586,69.66,0,0,26,417,78.55,4,17,12.19,18.23,0.34,Bills,0,1,1,0,0,0,0.887,0
TXN0019587,40.46,12,2,48,2731,9.74,2,15,24.7,19.84,0.218,Shopping,0,0,1,0,0,0,4.154,0
TXN0019588,327.05,4,5,60,823,8.26,3,13,53.28,24.64,0.242,Transport,0,0,0,0,0,0,39.594,0
TXN0019589,141.19,16,6,38,2864,204.75,2,15,50.0,3.13,0.2185,Entertainment,0,0,1,0,0,0,0.69,0
TXN0019590,25.69,2,4,25,285,729.53,5,15,27.05,43.51,0.4001,Food,0,1,1,0,0,0,0.035,0
TXN0019591,112.39,6,0,44,4277,71.16,7,21,40.41,38.78,0.0681,Food,0,0,1,0,0,0,1.579,0
TXN0019592,174.69,12,4,26,3082,174.41,5,17,40.03,6.65,0.2108,Shopping,0,0,0,1,0,0,1.002,0
TXN0019593,5.99,9,0,51,3179,31.44,2,11,42.07,13.5,0.3756,Healthcare,0,0,0,0,0,0,0.191,1
TXN0019594,23.09,4,0,30,4822,16.75,1,12,41.15,29.21,0.4304,Travel,0,0,1,0,0,0,1.379,0
TXN0019595,101.21,1,4,52,3135,188.37,2,16,64.44,15.73,0.1363,Travel,0,0,0,0,0,0,0.537,0
TXN0019596,7.29,0,2,55,767,49.36,3,12,9.98,11.37,0.216,Food,0,0,1,1,0,0,0.148,0
TXN0019597,8.75,4,0,69,4501,46.56,8,26,24.0,28.96,0.0726,Online Services,0,0,0,0,0,0,0.188,0
TXN0019598,48.86,6,2,27,2368,190.22,5,17,66.79,43.51,0.1702,Bills,0,0,1,0,0,0,0.257,0
TXN0019599,117.36,2,2,66,3364,42.13,3,12,37.66,3.39,0.1648,Travel,0,0,1,0,0,1,2.786,0
TXN0019600,123.77,12,4,34,4472,22.56,5,12,46.99,27.46,0.154,Online Services,0,0,0,0,0,0,5.486,0
TXN0019601,411.48,21,6,26,2382,19.29,4,10,29.91,70.45,0.0554,Electronics,0,0,1,0,0,0,21.331,0
TXN0019602,73.3,17,0,64,4254,54.44,2,20,100.11,66.82,0.3438,Online Services,0,0,1,0,0,0,1.346,0
TXN0019603,43.44,7,4,47,4762,105.02,0,15,8.74,6.76,0.2352,Transport,1,0,1,0,0,0,0.414,0
TXN0019604,14.83,10,4,47,2133,43.99,4,16,31.1,14.2,0.1018,Entertainment,0,0,1,1,0,0,0.337,0
TXN0019605,42.85,18,6,33,158,50.16,3,12,83.37,19.24,0.2637,Online Services,0,0,0,0,0,0,0.854,0
TXN0019606,150.45,23,2,26,3731,30.46,3,7,19.88,2.17,0.0507,Food,0,0,1,0,0,0,4.939,1
TXN0019607,158.48,13,1,21,4019,37.04,4,15,79.98,23.73,0.2275,Shopping,0,0,1,0,0,0,4.279,0
TXN0019608,90.41,4,6,62,244,177.4,1,17,39.16,54.04,0.264,Shopping,0,0,1,0,0,0,0.51,0
TXN0019609,125.11,20,0,19,4769,49.23,1,16,57.19,5.86,0.4441,Groceries,0,0,1,0,0,0,2.541,0
TXN0019610,289.41,12,3,44,3790,30.53,6,12,66.13,27.73,0.1334,Healthcare,0,0,0,1,0,0,9.48,1
TXN0019611,72.72,0,4,31,991,187.24,2,19,25.5,45.71,0.3049,Electronics,0,1,0,0,0,0,0.388,0
TXN0019612,321.31,6,0,61,3636,44.18,2,10,18.17,54.63,0.0376,Shopping,1,0,0,1,0,0,7.273,0
TXN0019613,28.91,12,2,54,3449,47.79,3,19,32.19,9.88,0.2647,Entertainment,0,0,1,0,0,0,0.605,0
TXN0019614,61.3,19,0,22,2926,44.93,3,17,21.66,15.65,0.3306,Transport,0,0,1,0,0,0,1.364,0
TXN0019615,38.36,20,5,24,2861,16.07,2,17,45.66,8.16,0.1501,Shopping,0,0,0,2,0,0,2.387,0
TXN0019616,165.94,4,1,26,598,39.63,6,20,50.48,14.16,0.3616,Groceries,0,0,0,0,0,0,4.187,0
TXN0019617,20.77,17,4,55,4694,63.35,3,15,11.35,17.37,0.1643,Bills,0,0,1,0,0,0,0.328,0
TXN0019618,46.06,23,1,22,1502,39.37,3,15,30.31,27.73,0.3941,Healthcare,0,0,1,0,0,0,1.17,0
TXN0019619,7.86,19,4,30,1463,113.24,1,9,12.78,36.5,0.3259,Groceries,0,1,0,1,0,0,0.069,0
TXN0019620,132.1,17,5,43,883,25.55,4,21,33.92,12.44,0.4691,Food,0,0,0,0,0,0,5.17,0
TXN0019621,279.73,19,0,27,1025,66.93,6,13,22.09,32.83,0.1396,Online Services,0,0,1,0,0,0,4.179,0
TXN0019622,190.06,13,5,38,322,36.66,0,13,75.0,14.32,0.1581,Travel,0,0,0,2,0,0,5.184,0
TXN0019623,169.78,14,4,33,4149,109.06,3,23,15.7,6.35,0.181,Online Services,0,0,0,0,0,0,1.557,0
TXN0019624,175.09,12,0,39,4498,170.23,2,16,30.94,29.59,0.6307,Healthcare,0,0,1,0,0,0,1.029,0
TXN0019625,149.1,22,1,19,294,135.06,4,12,20.78,10.51,0.0741,Food,0,0,1,0,0,0,1.104,0
TXN0019626,135.17,8,5,37,932,57.06,5,21,6.34,9.42,0.1721,Electronics,0,0,1,0,0,0,2.369,0
TXN0019627,145.58,18,3,45,2235,52.63,2,15,67.05,4.83,0.0459,Entertainment,0,0,1,0,0,0,2.766,0
TXN0019628,31.37,0,0,40,1057,50.02,1,14,26.04,21.33,0.2999,Groceries,0,0,0,0,0,0,0.627,0
TXN0019629,52.97,10,4,66,1023,24.09,1,19,47.79,17.09,0.2631,Groceries,0,0,1,1,0,0,2.199,0
TXN0019630,72.3,21,5,37,3512,106.04,2,11,36.71,9.59,0.0747,Online Services,0,0,0,2,1,0,0.682,1
TXN0019631,45.33,5,3,33,4399,10.97,0,11,51.1,8.44,0.0366,Online Services,0,0,1,1,0,0,4.132,0
TXN0019632,11.01,19,0,26,1630,40.06,3,12,27.64,50.06,0.31,Healthcare,1,0,1,1,0,0,0.275,1
TXN0019633,16.11,12,0,49,2613,181.13,3,7,14.01,12.49,0.0734,Groceries,0,1,0,0,0,1,0.089,0
TXN0019634,86.88,3,2,47,2042,15.85,6,19,41.3,24.36,0.0441,Entertainment,1,0,1,0,0,0,5.481,1
TXN0019635,188.98,2,3,20,1893,77.26,3,10,6.57,29.5,0.1481,Transport,0,0,1,2,0,0,2.446,0
TXN0019636,67.41,2,5,63,311,95.29,2,20,14.69,5.27,0.0968,Transport,0,0,1,3,0,0,0.707,0
TXN0019637,1602.86,11,4,68,3544,35.12,3,15,56.24,11.1,0.168,Healthcare,0,0,0,2,0,0,45.64,0
TXN0019638,23.16,7,1,69,4635,24.58,6,19,62.79,22.09,0.0433,Online Services,0,0,0,1,0,0,0.942,0
TXN0019639,111.24,21,4,58,3803,15.24,1,17,29.67,100.59,0.0586,Bills,0,0,0,0,0,0,7.299,1
TXN0019640,294.38,18,0,24,4982,37.8,5,24,18.41,7.34,0.086,Shopping,0,1,1,1,0,0,7.788,0
TXN0019641,227.13,3,1,64,4106,29.83,3,15,51.0,35.17,0.2253,Entertainment,0,0,0,2,0,0,7.614,0
TXN0019642,141.65,12,5,39,1860,18.18,3,20,14.6,39.99,0.2395,Electronics,0,0,0,1,0,0,7.792,0
TXN0019643,228.33,18,6,62,4114,113.08,2,15,26.23,28.37,0.2764,Groceries,0,1,0,0,0,0,2.019,0
TXN0019644,71.07,15,4,30,1101,28.04,3,12,5.65,21.38,0.0466,Travel,0,1,1,0,0,0,2.535,0
TXN0019645,451.38,0,3,53,2016,75.52,4,24,28.65,20.43,0.4088,Online Services,0,0,1,1,0,0,5.977,0
TXN0019646,291.67,0,6,47,3537,28.02,3,15,34.67,22.25,0.0734,Online Services,0,0,1,0,0,0,10.409,0
TXN0019647,25.03,14,2,41,1462,80.17,3,20,25.65,14.98,0.198,Entertainment,0,0,0,0,0,0,0.312,0
TXN0019648,96.53,22,4,36,3795,62.72,3,15,23.07,31.28,0.1745,Shopping,0,0,0,0,0,0,1.539,0
TXN0019649,11.25,1,4,20,953,116.82,5,18,43.7,22.03,0.2708,Bills,0,0,0,0,0,0,0.096,0
TXN0019650,383.78,3,0,63,793,16.21,4,17,24.69,28.06,0.1633,Transport,0,0,1,0,0,0,23.676,1
TXN0019651,86.3,4,6,55,3773,30.26,5,19,52.92,17.6,0.1502,Bills,0,1,1,0,0,0,2.852,0
TXN0019652,314.53,7,4,66,2449,107.22,3,12,10.69,40.75,0.3124,Groceries,0,0,1,0,0,1,2.934,0
TXN0019653,58.81,21,1,44,4671,33.0,5,16,34.69,2.61,0.1904,Travel,0,0,1,0,0,0,1.782,0
TXN0019654,7.89,22,5,34,1001,40.06,4,17,47.66,13.64,0.4201,Shopping,0,0,0,1,0,0,0.197,0
TXN0019655,1384.33,7,2,50,3582,80.9,3,15,23.13,14.8,0.0734,Healthcare,0,0,1,0,0,0,17.112,0
TXN0019656,77.54,17,0,36,1191,42.93,2,18,68.71,18.91,0.3893,Food,0,0,1,1,0,0,1.806,0
TXN0019657,21.11,0,4,66,2380,58.33,4,14,39.62,15.91,0.1339,Healthcare,0,0,1,1,0,0,0.362,0
TXN0019658,249.04,12,0,45,2484,49.05,3,15,20.28,23.83,0.3123,Transport,1,0,0,0,0,0,5.077,0
TXN0019659,693.14,15,4,53,4247,41.69,2,10,17.53,17.94,0.0834,Bills,0,0,0,0,0,0,16.626,0
TXN0019660,52.84,20,4,51,2016,19.12,5,19,25.04,18.87,0.2929,Transport,1,0,1,0,0,0,2.764,0
TXN0019661,59.49,19,1,38,1835,37.84,4,16,40.36,39.61,0.0961,Transport,0,0,0,0,0,0,1.572,0
TXN0019662,87.69,1,5,57,2390,80.6,1,15,20.32,13.58,0.0467,Bills,0,0,1,0,0,0,1.088,0
TXN0019663,18.59,9,3,43,4889,42.28,4,14,59.18,6.58,0.0106,Online Services,0,0,1,0,0,0,0.44,0
TXN0019664,30.14,1,2,23,1939,77.72,2,14,51.95,35.26,0.2172,Entertainment,0,0,1,0,1,0,0.388,1
TXN0019665,517.61,0,0,39,2759,42.03,2,17,50.89,45.87,0.3405,Shopping,0,0,1,1,0,0,12.315,1
TXN0019666,57.28,3,5,20,393,77.25,1,13,16.93,30.57,0.1738,Shopping,0,0,1,1,0,0,0.741,0
TXN0019667,25.45,22,1,56,3029,33.82,1,10,5.18,21.89,0.1449,Food,0,0,0,1,0,0,0.753,0
TXN0019668,39.65,6,1,53,408,22.4,4,21,33.06,15.12,0.2342,Food,0,0,0,0,0,0,1.77,0
TXN0019669,229.01,17,1,64,103,102.95,2,16,27.16,27.88,0.4349,Bills,0,0,1,1,1,0,2.224,0
TXN0019670,6.87,17,3,42,1331,23.55,0,6,19.27,29.41,0.1575,Electronics,0,0,0,1,0,0,0.292,0
TXN0019671,89.38,20,6,69,976,31.94,2,14,53.3,37.35,0.1845,Bills,0,0,0,0,0,0,2.798,0
TXN0019672,1131.79,12,5,52,2628,54.1,2,20,52.32,9.64,0.1558,Electronics,0,0,1,1,0,0,20.92,0
TXN0019673,689.33,23,5,38,1067,13.89,5,15,18.96,36.82,0.3106,Transport,0,0,1,0,0,0,49.628,0
TXN0019674,128.92,10,1,33,1088,34.93,1,20,43.48,22.5,0.2915,Groceries,0,0,1,1,0,0,3.691,0
TXN0019675,303.05,18,4,67,4446,32.78,5,16,14.36,6.51,0.2621,Entertainment,0,0,1,0,0,0,9.245,0
TXN0019676,299.72,18,2,26,3138,43.81,1,6,11.52,14.51,0.3883,Travel,0,0,1,1,0,0,6.841,0
TXN0019677,57.7,13,3,18,83,44.87,6,16,4.77,24.07,0.1606,Groceries,0,1,1,1,0,0,1.286,0
TXN0019678,193.16,7,4,23,3815,37.62,5,13,7.99,3.32,0.1347,Healthcare,0,0,1,1,0,0,5.135,0
TXN0019679,521.58,3,1,53,3626,47.11,3,15,58.21,18.97,0.1323,Groceries,0,0,0,1,0,0,11.072,0
TXN0019680,15.59,2,2,58,4464,160.47,4,14,16.93,0.44,0.264,Healthcare,0,0,1,0,1,0,0.097,0
